Smart Contract,Function Name,new label,Reason_English,Function Security,Gas limit,Trusty Address,RE,is_student,Comments
0x3f513977cd827428e0459fdef7217cd6272dc893,KittenSelfDrop2.fallback,0.0,It is not REE; kittenContract is assigned a value in the constructor.,,,1.0,1.0,1.0,"---------- Reason for reentrancy vuln:  1. require (participants[msg.sender] < dropNumber && kittensRemainingToDrop > basicReward); --> checked before external call 2. kittenContract.transfer(msg.sender; tokensIssued); participants[msg.sender] = dropNumber; kittensRemainingToDrop -= tokensIssued; kittensDroppedToTheWorld += tokensIssued; --> updated after external call transfer() -- Reason for UX: transfer function declared in ""contract KittenCoin"" returns boolean"
0x400e115f1be2b646139c298272a43b2cff2b127e,PiggY_BANK.Collect,1.0,Typical REE structure.,,,,1.0,1.0,---------- Reason for RE: State variable acc.balance
0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a,CrwdTimelock.release,0.0,"Not REE, address controllable. Transfer has gas limit.",,,1.0,1.0,1.0,---------- Reason for RE: State variable balances[_beneficiary]-- Reason for no UX: transfer function defined in token contract always return true; no need to check the return value
0x41021442eab722c0a52c61738550faabfd0fca4e,Crowdsale.fallback,0.0,"Not REE, address is controllable. Transfer has a gas limit.",,,1.0,0.0,1.0,---------- Reason for no UX: tokenreward.transfer() does not return any value
0x42a4a749123469ca6a8b6ca494b1953076a26ef7,SendTokensContract.withdrawTokens,0.0,"Not REE, the address is controllable. Transfer has a gas limit.",,,1.0,1.0,1.0,---------- Reason for no UX: token.transfer() does not return any value
0x4470887011bbf1e196b62020266aa5ae1081bd70,Deposit.ClaimMTU,0.0,"It's not REE; transfer has a gas limit, and the source of tokenAddress is the getAddress function. Following the previous discussion, we can analyze the parent contract separately. In this function, external calls cannot be assigned value, which is considered uncontrollable.",,1.0,1.0,1.0,0.0,"
"
0x4470887011bbf1e196b62020266aa5ae1081bd70,Redeem.RedeemMTU,0.0,"It is not REE, transfer has a gas limit, RegistryAddress is assigned a value in the constructor of MoatFund, as above.",,1.0,1.0,1.0,1.0,---------- Reason for RE: state variable Redeemer[msg.sender]; withdrawVal is calulated based on Redeemer[msg.sender] -- Reason for UX: tokenFunction.transfer() returns boolean value
0x463f235748bc7862deaa04d85b4b16ac8fafef39,PrivateBank.CashOut,1.0,Typical REE structure.,,,,1.0,1.0,---------- Reason for RE: state var. balances[msg.sender]
0x465cd6299775dc459a23c80997d2664656be9780,SafeDif.distributeRef,0.0,"Not REE, transfer has a gas limit.",,1.0,,0.0,0.0,No RE --- array issue player_[_affID2].aff is updated and dependency on other
0x465cd6299775dc459a23c80997d2664656be9780,SafeDif.withdraw,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,1.0,---------- Reason for RE: state var. player_[uid].plans[i].isClose
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407,DecentralizedExchangeHotPotato.buy,0.0,"Not REE, transfer has a gas limit.",,1.0,,0.0,0.0,No RE --- dynamic No RE
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407,DecentralizedExchangeHotPotato.revoke,1.0,"It is REE, the orderBook is uncontrollable, so require(msg.sender == orderBook[_id].owner) does not provide protection (it only protects the msg sender themselves).",,,,1.0,1.0,---------- Reason for no UX : Issuer.transfer does not return any value; so no need to check
0x470142a1834438515b757118f322703aba6e1e05,PolicyPalNetworkAirdrop.signatureDropMultipleAmount,0.0,"Not REE, there is OnlyAdmin protection.",1.0,,,0.0,1.0,No RE --- onlyAdmin---------- Not UX because they have used assert -- Reason for no RE: modifier onlyOwner
0x470142a1834438515b757118f322703aba6e1e05,PolicyPalNetworkAirdrop.twitterDropMultipleAmount,0.0,"Not REE, only Admin protection.",1.0,,,0.0,1.0,"No RE --- onlyAdmin--------Reentranct contract because of the line ""twitterdrops[recipient] = true;"""
0x479cbe1f6a7fa4d7e304ae983803c46e85ced870,Slaughter3D.tryFinalizeStage,0.0,"Not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x4bb12d68c795462c12ec30ad82421218d9c32a7d,Crowdsale.safeWithdrawal,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,0.0,"No RE --- if (fundingGoalReached && beneficiary == msg.sender) -- will be executed only if first if fails. It is like: ""else if"""
0x4e61ba9c25d43e802c6be8d160432e4989dea1fc,IOU.withdraw,0.0,"It is not REE, the token is hardcoded at the time of declaration.",,,1.0,0.0,1.0,No RE --- seem like multi call but calls are different---------- It does not have UX --> token.transfer does not return boolean; no need to check
0x4e73b32ed6c35f570686b89848e5f39f20ecc106,PRIVATE_ETH_CELL.Collect,1.0,Typical REE structure.,,,,1.0,1.0,--------Reason for RE: state var. balances[msg.sender]
0x4f0499f4da2d75d03fcc2dc2d97ffae976246809,VestingContractWT.transfer,0.0,"It is not REE, we_token is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8,AuctionContract.closeAuction,0.0,"Not REE, use assert(msg.sender == winner); for protection.",1.0,,,1.0,1.0,No RE --- assert(msg.sender == winner) -- However state variable winner can be written by a public function. ---------- Reason for RE: state var. isActive -- Reason for UX:  auctioneer.createAuctionContract() can fail
0x530a9cceee0c45f58229ae5c256e414e6df957ad,ABIO_BaseICO.burnRestTokens,0.0,"It is not REE, abioToken is assigned a value in the constructor.",,,1.0,1.0,0.0,"
"
0x533411c7c401ee3a136ddc7a2fc95d6624c9e041,VestingContractWTTEST.transfer,0.0,"It's not REE, we_test_token is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x561eac93c92360949ab1f1403323e6db345cbf31,BANK_SAFE.Collect,1.0,Typical REE structure.,,,,1.0,1.0,--------
0x57acbe7bf11b8a4584403cc900e230a18a7ab138,Locker.unlock,0.0,"Not REE, address is controllable. Transfer has gas limit.",,,1.0,0.0,1.0,No RE --- transfer to fixed address ---------- Reason for no RE: receiver is fixed and attacker cannot change the value of receiver
0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0,BoomerangLiquidity.payout,1.0,"It is REE, participants are uncontrollable.",,,,1.0,1.0,----------- participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)(); --> Can fail; so UX is there
0x5c430fa24f782cf8156ca97208c42127b17b0494,HackDao.__callback,0.0,"It is not REE, there is if (msg.sender != oraclize_cbAddress()) throw;.",1.0,,,1.0,1.0,---------- Reason for RE: 		if (results[myid] == 2 OR results[myid] == 1) throw; //this game already run? results[myid] is getting set in the function
0x5f38c57b268664015de387229bc9d3822b53ec32,v1Migration.migrate,0.0,"It is not REE, cards are assigned values in the constructor.",,,1.0,1.0,0.0,RE -- mintCard()
0x60de9d9b062595cf10bc3fbf9ed5a6104befe882,WWW_WALLET.Collect,1.0,Typical REE structure.,,,,1.0,1.0,---------- Reason for RE: State var. acc.balance
0x61683dfbe07e98a4edbddc2f1f1a44a75fa74912,BDSM_Crowdsale.fallback,0.0,"It is not REE, sharesTokenAddress is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: State var. crowdsaleClosed
0x62500ad71aa50744bbd4917d1a64938897e952bf,C_bAnK.Collect,1.0,Typical REE structure.,,,,1.0,1.0,---------- Reason for RE: State variable acc.balance
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,TokenBank.WithdrawToHolder,0.0,"It's not REE, it has onlyOwner modifier.",1.0,,,0.0,1.0,No RE --- onlyOwner---------- No RE --> because of onlyOwner modifier
0x62b01d0aeb16656aff7a7632c3a61c8b069a8928,TopInvest125.pay,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,0.0,"
"
0x62f49e904af170ea377f399aca76c13ff25a6f5e,TrustlessOTC.cancelTrade,1.0,"It is REE, the variable o is not reliable.",,,,0.0,1.0,No RE --- array issue--------
0x62f49e904af170ea377f399aca76c13ff25a6f5e,TrustlessOTC.take,1.0,"It is REE, offers are not trustworthy.",,,,1.0,1.0,---------- Reason for RE : o.active
0x644417f540bf96fd218287454501b2eb13c83295,Dividends.fallback,0.0,"It is not REE, the transfer has a gas limit, and tokenReward is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,---------- Reason for RE: users[user]
0x652729577d5c5a13060f81c256aa79adb264f188,VNETTokenPreSale.fallback,0.0,"It is not REE, transfer has a gas limit; vnetToken is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,---------- No UX: msg.sender.transfer() does not return any value; it throws exception on failing -- RE: State var. ratioNext
0x6cd171ef32b2ffa2b54481bea9d72692cd44f053,Crowdsale.fallback,0.0,"Not REE, the transfer has a gas limit; sharesTokenAddress is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,--------Reason for RE: Event TokenFree(tokenFree); will have different values in two different invocations (one with reentrancy and one without reentrancy). Ref: https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities-3
0x6d84769b1e287a27f282a938c8110b22714dbf78,ABIO_BaseICO.burnRestTokens,0.0,"It is not REE; abioToken is assigned in the constructor of the sub-contract; however, from the perspective of ABIO_BaselCO, it is also trustworthy because it has not been assigned.",,,1.0,1.0,0.0,"
"
0x6e3c384480e71792948c29e9fc8d7b9c9d75ae8f,p_bank.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,--------
0x7183169973eda16209f66a602f2e27e1303bf414,BoomerangLiquidity.payout,1.0,"It is REE, participants are uncontrollable.",,,,1.0,1.0,---------- Reason for UX: participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)();-- Reason for RE: Attacker can reenter through etherAddress.call.value() and before payoutOrder is updated. payoutToSend is calculated based on payoutOrder variable. That is used to send Ether.
0x71aaf9dc418e9dde76aee42e431fc203d9cfd0c2,VestingContractWTTEST.transfer,0.0,"It is not REE, we_test_token is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: 1. we_test_token.transfer(); 2. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x72bf3030e276a96539143551bd8f91aff699bf7c,LotteryGameLogic.finalizeRound,0.0,"It is not REE, there is OnlyOwner modifier.",1.0,,,0.0,1.0,No RE --- onlyOwner---------- Reason for no RE: modifier onlyOwner
0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e,EasySmart.withdraw,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,1.0,---------- Reason for UX: sender.send()-- Reason for RE: player_[rId_][uid].plans[i].isClose = bClose;
0x730f8c40a08d02349a2d64e3193cf207a2a2dfe7,PG_Bank.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State var. acc.balance
0x774853153c3cc175a3606c58d6f27f6b57e72fd3,c_BANK.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State variable acc.balance
0x78e6d2bfe731e578a50a4129df89bb4950591d18,Swap.fallback,0.0,"Not REE, send has a gas limit; swapaddress is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,---------- It stores true in the check[msg.sender] variable after it sends the the amount to the beneficiary which will cause reentrancy if the fallback function calls it again. -- Rentrancy vulnerability because of check[msg.sender] variable
0x79e784a77254aedbc6488ce0001abee487b1d88d,Y_WALLET.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE --> state var. acc.balance
0x7fe180e63198e50057c3f2817d058e8904c650e3,Conference.refundTicket,0.0,"It's not REE, there is an if (msg.sender != organizer) { return; } protection.",1.0,,,1.0,1.0,---------- Reason for RE: State Variable registrantsPaid[recipient]
0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7,ESmart.pay,0.0,"It is not REE, send has a gas limit.",,1.0,,1.0,0.0,"
"
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroAuction.orderOnFightAuction,0.0,"It is not REE; fightAuction is assigned in setFightAuctionAddress, and masterRecruitment is assigned in setMasterRecruitmentAddress. Both functions are decorated with onlyLeader.",,,1.0,1.0,0.0,"
"
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroAuction.orderOnSaleAuction,0.0,"It is not REE; saleAuction is assigned in the setSaleAuctionAddress function, which is modified by onlyLeader.",,,1.0,1.0,0.0,RE -- order can reenter
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroFighting._fight,0.0,"It is not REE; from the perspective of the HeroFighting contract, there is no function call to the _fight function, as it is called by its subclass contracts. Therefore, simply analyzing the HeroFighting contract, the _fight function is safe.",1.0,,,1.0,0.0,"
"
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroLedger.collect,0.0,"It is not REE, erc20 is assigned a value in setERC20Address, and this function is protected by OnlyLeader.",,,1.0,1.0,1.0,---------- Reason for RE: erc20.transfer() is not defined in the contract; it can have external calls; state var. ownerIndexToERC20Balance[msg.sender]
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroLedger.withdrawERC20Balance,0.0,"Not REE, there is OnlyLeader modification.",1.0,,,0.0,1.0,No RE --- onlyLeader---------- Reason for RE: state var totalBalance and totalUsed
0x8c7777c45481dba411450c228cb692ac3d550344,ETH_VAULT.CashOut,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State variable balances[msg.sender]
0x8c944c3f4029c14c22b6525ac3155482c2559541,BDSM_Presale.fallback,0.0,"It is not REE, transfer has gas; sharesTokenAddress is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,--------
0x8e3e25958ad448aeb5982a01b63bcb91355d56a5,Swap.fallback,0.0,"It’s not REE, send has a gas limit; the swap address is assigned in the constructor.",,1.0,1.0,1.0,1.0,---------- It stores true in the check[msg.sender] variable after it sends the the amount to the beneficiary which will cause reentrancy if the fallback function calls it again.
0x91d7e5895f7a635ba8bdce9e2be544e5e527135f,Crowdsale.safeWithdrawal,0.0,"It's not REE, send has a gas limit; the beneficiary is assigned a value in the constructor.",,1.0,1.0,1.0,0.0,"
"
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.bringBackTokens,0.0,"It is not REE, tokenReward is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- It does not have UX because transfer function defined in token contract does not return any value
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.fallback,0.0,"It is not REE, tokenReward is assigned a value in the constructor.",,,1.0,1.0,0.0,"
"
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.safeWithdrawal,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,0.0,"No RE --- if (fundingGoalReached && beneficiary == msg.sender) -- will be executed only if first if fails. It is like: ""else if"""
0x926e81009c2fa4475e1c798a8c43a4f598575c80,FoundersVesting.withdrawTokens,0.0,"Not REE, mntToken is assigned a value in the constructor.",,,1.0,0.0,1.0,No RE --- balanceOf cannot reenter---------- Reason for no UX: transfer function defined in token contract always return true; no need to check the return value-- Reason for no RE: transfer function defined in token contract does have any external calls involved
0x926e81009c2fa4475e1c798a8c43a4f598575c80,Goldmint.issueTokensInternal,0.0,It is not REE; mntToken is assigned a value in the constructor.,,,1.0,0.0,0.0,No RE --- issueTokens() cannot reenter
0x93c32845fae42c83a70e5f06214c8433665c2ab5,X_WALLET.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,--------
0x94554c78bd90dc7047f1a400dd3c5730991d9484,HoldPresaleContract.unlockTokens,0.0,"It's not REE, OppToken is assigned a value in the constructor.",,,1.0,0.0,1.0,No RE --- function transfer cannot reenter---------- Reason for no RE: OppToken.transfer() is defined inside the contract BasicToken. It does not have any exernal calls
0x950ad688ade27bcaa6e890e9d86ba5a9293f4d8c,Crowdsale.safeWithdrawal,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,1.0,--------
0x967719548b8385be3c21ee96bdc57b9409b501cb,SellERC20BasicTokens.fallback,0.0,"It is not REE, transfer has a gas limit; and the token is assigned a value in the constructor.",,1.0,1.0,1.0,0.0,RE -- deposit
0x967719548b8385be3c21ee96bdc57b9409b501cb,SellERC20BasicTokens.sendToken,0.0,"It is not REE, there is require(msg.sender == wallet); protection.",1.0,,,0.0,1.0,--------RE is there because of variable deposit
0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8,KittenSelfDrop.fallback,0.0,"Not REE, kittenContract is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: state var. kittensRemainingToDrop
0xa27f262391913a5e21216c70de5358a1e887de25,VestingContractWTTEST.transfer,0.0,"It's not REE, we_test_token is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0xa5629861c9c345f50221996ef852fd9665eb1c05,IronHands.payout,1.0,"It is REE, participants are uncontrollable.",,,,1.0,1.0,RE -- payoutOrder---------- uint256 tokens = weak_hands.buy.value(investment).gas(1000000)(msg.sender); --> causes UX because the return value of the call is not checked -- Reason for no reentrancy: No require; if; assert statements based on state variables
0xab78561558d06ace60f206d9fcaac65bb1cfdee2,SIMPL_BANK.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,--------
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.exerciseLong,1.0,"It is indeed REE, with risks.",,,,1.0,0.0,"
"
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.nonActivationShortWithdrawal,0.0,"It's not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.nonActivationWithdrawal,0.0,"It's not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.tokenFulfillmentDeposit,1.0,It can be REE but it looks risk-free.,,,,1.0,0.0,RE -- orderRecord[msg.sender][orderHash].tokenDeposit = true;
0xaf7aea249098f2c2f50cc11d4000ccf798194373,ZTCrowdsale.refund,0.0,"It's not REE, send has a gas limit.",,1.0,,0.0,0.0,"No RE --- Dynamically on buggy, smartly written function"
0xb0ceaa9cc523332cbef9fc606221cc0bc2d0872d,Mattew.fallback,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,1.0,"--------The reentrancy vulnerability occurs when a contract makes an external call before it has finished executing its own logic. In this function; the vulnerable portion is this part: ""  bool isSuccess = whale.send(stake);  ""    . The external call to whale.send(stake) allows the whale contract to execute arbitrary code; including calls back into the current contract. An attacker can create a malicious contract that calls this contract repeatedly before the state is updated; allowing the attacker to drain funds from the contract."
0xb48e28b7de69e921e37c9786f11a6f73274777ef,Crowdsale.fallback,0.0,"It's not REE, send has a gas limit; tokenReward is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,---------- Reason for not RE: beneficiary and tokenReward will get the money if the attack is successful. These variables are set by owner. Owner is not malicious.
0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,keepMyEther.withdraw,1.0,It is REE.,,,,1.0,1.0,--------
0xb98de64d4dbe2956e80149e88ce9135bb05e9400,Bounty.getTokens,0.0,"Not REE, the token is assigned a value in the constructor.",,,1.0,1.0,1.0,Cross function RE---------- Reason for RE: 1. require(validPurchase(beneficiary)); and 2. participated[beneficiary] = true; -- Reason for UX: token.transfer() returns boolean
0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5,TrustlessOTC.cancelTrade,1.0,"It is indeed REE, there are risks.",,,,0.0,1.0,---------- Reason for UX: Token(o.tokenFrom).transfer(o.creator; o.amountFrom) returns boolean
0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5,TrustlessOTC.take,0.0,"It is not REE, there is a lock formed by require.",1.0,,,0.0,0.0,"
"
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,ETH_VAULT.CashOut,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State var. balances[msg.sender]
0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb,HoldPresaleContract.unlockTokens,0.0,"It is not REE, OppToken is assigned a value in the constructor.",,,1.0,0.0,1.0,no RE: transfer -- it is implemented and it cannot reenter---------- Reason for no RE: OppToken.Transfer() does not call any external functions
0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,MONEY_BOX.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: state var. acc.balance
0xc543afe640c8c7521beb6549be75f77b568f4590,GET111.pay,0.0,"It's not REE, send has a gas limit.",,1.0,,1.0,0.0,"
"
0xc7bd5dac314a67a375a0347d72797c2ea1f1a672,KlownGasDrop.claimGasDrop,0.0,"It is not REE, the currentTokenAddress is hardcoded at the time of declaration.",,,1.0,1.0,1.0,---------- Reason for reentrancy vuln: receivers[msg.sender] = true; is set after external call to transfer. transfer happens based on the value of receivers[msg.sender] -- Reason for UX: IERC20(currentTokenAddress).transfer(msg.sender; amountToClaim); returns oolean
0xc86dd185fc95031489b89eeaaa3fd47e11c065e9,OpportyBountyHold.unlockTokens,0.0,"It's not REE, the token is assigned a value in setToken, and this function is modified by OnlyOwner.",,,1.0,0.0,1.0,"No RE ---  -- token.transfer(msg.sender, holderList[msg.sender].tokens); -- it is implemented and it cannot reenter ---------- Reason for no UX: Function transfer() defined in contract BasicToken always return true; so no need to check for return value"
0xd012717342c0a7a24b840605fe7756f6094c9570,SafeDif.distributeRef,0.0,"It's not REE, transfer has a gas limit.",,1.0,,0.0,0.0,No RE --- array issue player_[_affID2].aff is updated and dependency on other
0xd012717342c0a7a24b840605fe7756f6094c9570,SafeDif.withdraw,0.0,"It's not REE, send has a gas limit.",,1.0,,1.0,1.0,---------- Reason for UX: sender.send() -- Reason for RE: player_[uid].plans[i].isClose = bClose;
0xd1265bfe57597840f89971b7e67538bac780f9ad,DesTokenSale.fallback,0.0,"Not REE, the token is assigned a value in the constructor.",,,1.0,0.0,0.0,"
"
0xd518db222f37f9109db8e86e2789186c7e340f12,D_BANK.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State var. balances[msg.sender]
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.fallback,0.0,"It’s not REE, send has a gas limit.",,1.0,,0.0,0.0,Dynamic No RE --         if (users[msg.sender].invested != 0) {
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.investedbuy,0.0,"Not REE, send has a gas limit.",,1.0,,0.0,0.0,Dynamic No RE --         if (users[msg.sender].invested != 0) {
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.withdrawcommissions,0.0,"Not REE, has onlyOwner modifier.",1.0,,,1.0,1.0,---------- Reason for RE: users[msg.sender].pot updated after external call; through modifier olyowner one can set the value of variable aipi to attacker's address
0xd67aa6a98e99f979f23bf0da772d113fe6dbe50a,Crowdsale.fallback,0.0,"""It's not REE, send has a gas limit; tokenReward is assigned a value in the constructor.""",,1.0,1.0,1.0,1.0,--------
0xd72d254737ab0a8de2ac43ba95557885ed13bbfd,MenloTokenTimelock.release,0.0,"It is not REE, the token is assigned a value in the constructor.",,,1.0,1.0,1.0,---------- Reason for RE: balance[msg.sender]-- Reason for UX: token.transfer() returns boolean value
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.createSwap,1.0,It is REE.,,,,1.0,0.0,"
"
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.createSwapTarget,1.0,It is REE.,,,,1.0,0.0,"
"
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.refund,1.0,It's REE.,,,,1.0,0.0,"
"
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdraw,1.0,It is REE.,,,,1.0,1.0,---------- Reason for RE: swaps[_ownerAddress][msg.sender].balance -- Reason for no UX: ERC20(swap.token).transfer() does not return any value
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdrawNoMoney,1.0,It is REE.,,,,1.0,1.0,---------- Reason for RE: swaps[msg.sender][participantAddress].balance
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdrawOther,1.0,It is REE.,,,,1.0,1.0,---------- Reason for no UX: function transfer() does not return any value -- Reason for RE: swaps[_ownerAddress][participantAddress]
0xd96d1947b7758271c4b0621d90808825121bf329,DomainAuction.refundBid,0.0,"It's not REE, send has a gas limit.",,1.0,,0.0,1.0,---------- Reason for RE: The event Refund will have two different values on different invocations. It might affect external entities. Ref: https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities-3
0xdb8459034fc97eed3d43172909e1d353e9f4d282,URUNCrowdsale.buyTokens,0.0,"It is not REE, the token is assigned a value in the constructor.",,,1.0,1.0,0.0,RE -- require(TOKENS_SOLD<maxTokensToSaleInClosedPreSale);
0xdd654450e2ef8f672ef297ea3ff9aabea2e22840,VestingContractABX.transfer,0.0,"It is not REE, the abx_token is assigned a value in the constructor.",,,1.0,1.0,1.0,--------Reason for reentrancy vuln:  1. account_data[msg.sender].current_transferred += value; 2. account_data[msg.sender].current_balance -= value; --> Executed after external call require(value <= abx_token.balanceOf(this) && value <= account_data[msg.sender].current_balance && account_data[msg.sender].current_transferred + value <= account_data[msg.sender].current_limit); --> it checks above updated variables in require statement
0xde1fa94c7fa043fccf3938f47e9911ca584baed4,DailyGreed.fallback,0.0,"It is not REE, send has a gas limit.",,1.0,,0.0,1.0,Dynamic No RE--------The function does not have reentrancy vulnerability. There is no benefit to the attacker. Moreover the balance will get updated once the reentrant call finishes
0xe7e0bb725a6c1ed81b89042b1d37756b21db4958,BDSM_Crowdsale.fallback,0.0,"It is not REE, the transfer has a gas limit; and sharesTokenAddress is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,--------
0xe85083dec29ca5287a00a29f667a8c5489cdf297,OpportyWhiteListHold.unlockTokens,0.0,"It is not REE; OppToken is assigned a value in setToken, and that function is modified by OnlyOwner.",,,1.0,1.0,1.0,---------- Reason for no RE: OppToken.transfer() is defined and it does not call any external function -- Reason for no UX: OppToken.transfer() always return true; no need to check
0xea9c15f733ee4cd9e24c97bdddd66077a757b474,BoomerangLiquidity.payout,1.0,"Not REE or is REE, participants are uncontrollable (according to loose standards, it is correct to mark here as 1, saying it is not REE is wrong, based on 0/1 marking).",,,,1.0,1.0,--------There is reentrancy bug. If the fallback function of the contract which is being paid by the line flmContract.call.value(investment).gas(1000000)() calls payout() again; it can keep getting money until balance <= 1. There is unchecked call return value because the success of flmContract.call.value(investment).gas(1000000)() is not being validated by checking the output. The code goes ahead even if the money transfer failed. This can lead to inconsistencies in the state of the contract.
0xebbe139afc4f0706cc928311b6748701b6549a31,Contagion.Count,0.0,"Not REE, only owner modification.",1.0,,,0.0,1.0,No RE --  modifier--------
0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b,Crowdsale.devResWithdrawal,0.0,"Not REE, send has a gas limit.",,1.0,,1.0,0.0,"
"
0xf1add8bf553d0066be17768d6816f3730c476237,EasySmartolution.getOut,0.0,It is not REE; smartolution is assigned during the declaration.,,,1.0,0.0,0.0,"
"
0xf1add8bf553d0066be17768d6816f3730c476237,EasySmartolution.processPayment,1.0,It is REE.,,,,1.0,0.0,"
"
0xf847b0052b9d369401b0d71465f28392ea7e3304,Pandora.returnDeposit,0.0,"It is not REE, the transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0xfbe2fff3145e08a21a9d9c8d5f20c01706939647,C_bank.Collect,1.0,"It is REE, msg.sender.call.value(_am)().",,,,1.0,1.0,---------- Reason for RE: State var. acc.balance
