Smart Contract,Function Name,RENT,UE,is_student,Comments
0x00f9e55eb4701f9354946e081970f7b14684b9fd,$CHRIST.claimStuckTokens,0,1,1,
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL._sendETHToTreasury,0,1,1,
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL.claimETHRewards,0,1,1,
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL.claimTokenRewards,0,0,1,
0x01490172fd413bb9b74ca73c5df1e245ef14412a,SOTL.emergencyWithdraw,0,1,1,
0x0164529a49f0cbdc6dee4aa19d014ff60e1bc1f4,JinChan.sendERC20Tokens,0,0,1,
0x01680af31961fb47ad92e32218a5d8cbd036f6ba,DEEPINU.openTrading,0,0,1,
0x018194f1e70185eb153bcab2f6d64070c605a318,LEET.swapAndLiquify,0,0,1,-- No REENT : marketingAddr is fixed; attacker won't get any benefits
0x01886cabb4a19a89fad686810f2ee60459452cf3,DividendTracker._compoundDividendOfUser,0,0,1,-- No reent: function is private and callable only by owner through other public function
0x01886cabb4a19a89fad686810f2ee60459452cf3,DividendTracker._withdrawDividendOfUser,0,0,1,-- No reent: function is private and callable only by owner through other public function
0x018a871f4403ecd7be46819789551aaba1331af0,$Jiraiya.openTrading,0,0,1,
0x01911afa1a3d64d52451a22cb265fc34f596f425,BuyVote.buy,0,1,1,
0x01aa9c6023ce74282aa2705d6cb89cea76a18be3,DOGETUITION.openTrading,0,0,1,
0x01b92e2c0d06325089c6fd53c98a214f5c75b2ac,MYSTIC.processActionProposal,0,1,1,-- No REENT: modifier nonReentrant  UE: (bool success; bytes memory returnData) = proposal.applicant.call{value: proposal.tributeOffered}(action); return value not processed properly
0x01d5609df23dee77fe8db8e03c66be11dca7d21b,Mittens.TeamRescueTokens,0,1,1,
0x01de5bce5c5ee4f92e8f4183f6f4e4f12f9a86cd,VaultWETH._claimCompoundDivs,0,0,1,-- no REENT: This is private function which is callable from nonReentrant functions
0x01de5bce5c5ee4f92e8f4183f6f4e4f12f9a86cd,VaultWETH.claim,0,0,1,-- no REENT: nonReentrant function
0x01e7e52aba28a0f61cc053c544efe943e5b43954,TwinsInu.openTrading,0,0,1,
0x01f44890160c3963bfa8841aabbb4019245a9205,BABYCHAD.openTrading,0,0,1,
0x0208a9ffc97a6e96f050087ae1c9f7a2bdd3f5b0,HoshiKatachi.openTrading,0,0,1,
0x0224853bdff6b04ce259d87303b7523d4e16d656,PriceChecker._updatePrice,0,0,1,
0x024b77a5205733bc1cf283b0442be8ecab88803a,AKIHIRO.openTrading,0,0,1,
0x024b77a5205733bc1cf283b0442be8ecab88803a,AKIHIRO.recoverTokens,0,1,1,transfer function is not fixed; it depends on address passed to this function
0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0,ProductionUnitToken.exit,0,0,1,
0x02a0c000c375464509754deea7d07d06df901e3a,EthereumCate.startTrading,0,0,1,
0x030d087bfb025268f129a1979bda8ed3a6191a02,Andy.swapAndLiquify,0,0,1,
0x0321be5f545ea569424aace4dc08d60f467229ac,BlackErc20.deployAwardToken,0,0,1,-- No UE: transfer function always return true
0x03766932d07fad2ea2e60454ccbbb5d88780b63e,STS.swapAndLiquify,0,0,1,
0x038b7537fd58d966404be0c7bcec64e6cbeb88a1,GohanInu.startTrading,0,0,1,
0x039f7a065382b064c95f8409b7eff4a45cea3e23,Xlabs.swapAndLiquify,0,0,1,
0x0453aa2dafff030614d9afef6c724ec2bee60876,SwifyStaking.withdrawSwify,0,1,1,
0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice.payoutPreviousRoll,0,0,1,
0x04797c1ae852a31665d8e512ddae33e6044ef39d,InstaDice.roll,0,0,1,
0x047b957bb18534b4e4add20c101cb5791f12d112,NEKOLAND.swapAndLiquify,0,0,1,
0x049658b3cc6ec345aaf2be7233a33da24ee82150,Bozu.GoLive,0,0,1,
0x04e52df738e0c13bc58d6d75f964381f8d18b1b7,SminemToken.open,0,0,1,
0x051bda85fbc58ace9d6060ba9488abe120ac072d,CRYPTOVATOR.launch,0,0,1,
0x052f4e43d9d65ca35ce6d3438aa956fda91ef520,XYZProtocol._beforeTokenTransfer,0,0,1,
0x058a144951e062fc14f310057d2fd9ef0cf5095b,HourglassXReferralHandler.takeShitcoin,0,1,1,-- No reent because external call is at the end -- UE: transfer function is not fixed; it depends on address passed to this function
0x05a2f46b2409fe46b8c1f87af2508e7aef5aa8fa,EtherGet.getTokens,0,1,1,
0x05a4909d737d0a6433335504d25536e12f65a4e5,Hydra.swapBack,0,1,1,No REENT: amountETHMarketing is not updated after external call
0x05af72594440cf75c0fdcbbd9993fc26f62c7afc,TwelveHourAuction.sendProfitTTH,0,0,1,-- no REENT: money is being sent to fixed address
0x05b902c7fd6d221d582bb973fe6e253921568717,Flasko.removeStuckToken,0,1,1,
0x06012c8cf97bead5deae237070f9587f8e7a266d,KittyCore.withdrawBalance,0,1,1,
0x0654b7f747c9ee9f5fb5eba443e9fe64f1fa77ef,SAFX._sellTaxedTokens,0,1,1,
0x0654b7f747c9ee9f5fb5eba443e9fe64f1fa77ef,SAFX.transferERC,0,0,1,
0x0654b7f747c9ee9f5fb5eba443e9fe64f1fa77ef,SAFX.transferETH,0,1,1,
0x06a07a3911dab4507dd44cd97e30c3267d4a9c63,DERPNATION.takeLoan,0,1,1,
0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e,MonkeyScam.withdraw,0,0,1,
0x0719feee345bf34877d0a1f2c1c40fcdf0f1c3e8,charge.ControlSellAllTokens,0,0,1,
0x0719feee345bf34877d0a1f2c1c40fcdf0f1c3e8,charge.rescueTokens,0,1,1,
0x072668a75ba5a0740582d44c8d55a85aadb0644a,AAI.recoverERC20Tokens,0,0,1,-- No UE: transfer function always return true
0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7,Multiplier.verify,0,1,1,
0x07c1c8c2bce6290daa554118b7d208041615ce54,RC.giveToken,0,1,1,
0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,PoCGame.donateToWhale,0,1,1,-- Reason for no REENT: whale.call.value sends amount to whale contract. it does not depend on any state variable
0x07f86ba2f0e6c421a3ecb233068117e65228ac6b,Society.launch,0,0,1,-- No REENT: modifier onlyowner
0x081d8a340d384cffca0c2dafbf45020d760d7576,SOLIDBLOCK.swapTokensForETH,1,0,1,-- REENT: ETHAmount.treasury
0x085e64546fe941bbfd1751b99365dab4b2f454fc,MetaMononokeInu.startTrading,0,0,1,
0x0881c6bc48b80726ed97cb1c44586cdaf4f4be94,ZeroTax.swapAndLiquify,0,0,1,-- no REENT: modifier swaping
0x095c3f181cde64ff0d96ec14fba29210f2851fe2,CompliantCrowdsale.approveMint,0,0,1,
0x0a16d08b57afe4e0e323eba83e0282b07c2ed1f1,Spitz.Launch,0,0,1,
0x0a28dd8141394e6d680d20d54ffeb3544b576a78,Loan._userRefund,0,0,1,
0x0a28dd8141394e6d680d20d54ffeb3544b576a78,Loan.checkPayShareholder,1,1,1,
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.addTaxFee,0,1,1,
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.emergencyWithdrawToken,0,1,1,
0x0a5a0a14419f9db1da68cf2f550720e5df49d4fe,YZYVault.stakeLPToken,0,1,1,
0x0ac31bc80e6905bc27f3cdcb66dc38945f2055e2,Nothing.mintNOTHING,0,0,1,
0x0acbcc45dde258b18c11b16b06bdc64fd91913ac,TokenTimelock.release,0,1,1,
0x0b5ecbb411d8fe829e5eac253ee1f2dc05d8d1ae,KUNOICHIX.launch,0,0,1,
0x0bbd9b0dbfd70529c81c71bc550ec6b6ceb98e61,BoltInu.manualSendToken,0,0,1,
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO.externalTokensRecovery,0,1,1,
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO.refund,0,0,1,
0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132,ViVICO.successful,0,1,1,
0x0c2795fc4e1f57614eb78923dc78521ff0676fb8,BitChordCrowdsale.startOraclize,0,1,1,
0x0c2795fc4e1f57614eb78923dc78521ff0676fb8,BitChordCrowdsale.update,0,1,1,
0x0c6139206f995d160edb00422a5ac819bc94295e,ChainBot3000.depositOutput,0,0,1,-- Reason for not UE: UniswapContract.ethToTokenTransferOutput returns uint value; it does not return boolean. No need to check the value when function returns uint. -- Reason for not REENT: State variables (deposits[_steamid]) changed after the external call has no impact on the execution of transfer function. 
0x0c78003843b4a72b765938cb3b14aecb188dbc6a,Crowdsale.updatePrice,0,0,1,
0x0cb0a2136f2e80662eb5c50b96bfa3de85f335ce,IGLOO._payTreasury,0,1,1,
0x0cb0a2136f2e80662eb5c50b96bfa3de85f335ce,IGLOO.transferERC,0,0,1,
0x0d1c59da19c60092cc3a56ee6750bd162582f857,CUELauncherToken._doBurn,0,0,1,
0x0d1c59da19c60092cc3a56ee6750bd162582f857,CUELauncherToken.manualTokenomics,0,0,1,-- No UE: transfer always return True
0x0d1c59da19c60092cc3a56ee6750bd162582f857,CUELauncherToken.v1AirdropETH,0,0,1,-- No UE: transfer always return True
0x0d2508ff66a445116029b153f5ca261145717cc1,UnicornToken._disperseEth,0,0,1,no REENT -- m_EthReflectSvcAddress is fixed
0x0d2508ff66a445116029b153f5ca261145717cc1,UnicornToken.addLiquidity,0,0,1,-- no UE: approve() always return true
0x0d5a83d8b2dd05cbb7183824dc71b31d3e6d838e,SEISHI.swapForTokenomics,0,0,1,
0x0d75899cab4eec7b22b5bf3d4dd4d965ada8a8cb,FUEGO.swapForTokenomics,0,0,1,
0x0d95bc0c758ae70141fc95345a7164a4c6e1df15,Lagarde.establishTrading,0,0,1,
0x0dd1326b7b80107f002ba16dad7fe2dd22f00491,LetsBreakThings.checkBalanceSendEth,0,1,1,-- Reason for no RENT: No state changes after external call
0x0de3539f225e3431d6a7bbd3495cc2caf19b334c,BabyKounotori.gm,0,0,1,-- no UE: approve() always return true
0x0e24224484c7e445438ae9ed9b03a0108ad798f2,ChipToken.swap,0,0,1,
0x0e2d791d78e6cc39c8dbeb7898b02221ac35c3f7,PumpToken.addLiquidity,0,0,1,
0x0e30bc9512306534b85afd0c75065b455af55d45,COPIUM.swapAndLiquify,0,0,1,
0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae,BinaryOption.closeSession,0,1,1,-- no REENT: modifier onlyEscrow
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Ownable.renounceOwnership,0,0,1,
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Ownable.transferOwnership,0,0,1,
0x0e50763fbbd9a2474c429041b338624bb2a8b7bd,IZA.rescueBEP20Tokens,0,1,1,
0x0e82b29a77a53880dd4ee8326cfea9b4c68db638,DappIncubator.withdraw,0,1,1,-- UE: transfer() function
0x0eb65b4c3d3de340e1b15384f8f211784247a37a,KODAV3SecondaryMarketplace.adminRejectTokenBid,0,0,1,
0x0efef0b34638addc8833ba729ae20016b5f24ffc,Escapable.escapeHatch,0,1,1,-- UE: token.transfer(escapeHatchDestination; balance)
0x0f99d989df7017d7bb27bffb3f12c6b035863980,THEGAMEOFCHAD.launch,0,0,1,
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.addContractTokens,0,1,1,
0x1056f5436dc817e28a24c509ff26f5912b837214,CompliantCrowdsaleHardcap._approveMint,0,0,1,
0x105923fa70412c82452ff75f5e775fb0383ee2fc,Keetsu.swapAndLiquify,0,0,1,
0x108523415a8cd7cb8ef2d6b12177181f489ec210,Pepe.swapBack,0,0,1,-- no REENT: modifier swapping
0x1104080b3ca1f766a33c16aa890465d1a63e5078,RedKnightToken._swapAndLiquify,0,0,1,-- no REENT: _swapping
0x11566f832f90155701384e42f0adcdc889767bbc,HexSaitama.startTrading,0,0,1,
0x1190074795dad0e61b61270de48e108427f8f817,CoinMerge._disperseEth,0,0,1,
0x1190074795dad0e61b61270de48e108427f8f817,CoinMerge.addLiquidity,0,0,1,
0x119995a900c86c6aaf68b917341b844c3786913c,GLITCH.swapAndLiquifyForEth,0,0,1,
0x11ce3c5ecfa4cc788eaa94157a63a1ca4863a90c,ShiryoMarket.acceptItemOffer,0,0,1,
0x122ad2495b1af2a14c5c4b4ca59adfcd79c2dcb3,GameTime._swap,0,0,1,-- NO REENT: state var _swapping
0x125365069020439b830c9eac9dd402f8aa762569,RatScam.withdraw,0,0,1,
0x126bf7880a9597e2760380d44d147c90cd75ee39,The_Disturbance.swapAndLiquify,0,0,1,-- No REENT: modifier lockTheSwap -- No UE: transfer() always return bool
0x126bf7880a9597e2760380d44d147c90cd75ee39,The_Disturbance.sweepTokens,0,0,1,-- no uE: transfer always return true
0x128ad1ad707c3b36e6f2ac9739f9df7516fdb592,alfav3.RescueTokens,0,0,1,-- no uE: transfer always return true
0x12bafa32c73c6b7f0c00b36b3ba6d9416b163c59,FitCoin.addLiquidity,0,0,1,
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.buyByAddress,0,0,1,no ether involved
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.buyByName,0,0,1,
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.setName,0,0,1,
0x13763173527aab169f588fd663886f17740dfc65,HARAMADAN.addLiquidity,0,0,1,
0x13c34380e14c47cdd089d466396e53f8a0a24442,PunkMonkeyDividendTracker._reinvestDividendOfUser,0,0,1,-- no REENT: callable from onlyonwer function
0x13c34380e14c47cdd089d466396e53f8a0a24442,PunkMonkeyDividendTracker.process,0,0,1,
0x13d8faf4a690f5ae52e2d2c52938d1167057b9af,BatchSwap.cancelSwapIntent,0,0,1,
0x13ee0099f47a84bb4ab4cce741326b2976eda776,TradableErc20.createLiquidity,0,0,1,
0x147aa9ada01b70c4c8c8b89b06afe767908aced7,PharaGoddess.withdrawFund,0,0,1,-- no REENT: modifier onlyOwner
0x14c7f742d9a2fe6fe13fafbc1cb24be74ac5708d,CharityMiner.deposit,0,0,1,-- Reason for no UE: p3d.buy.value() does not return boolean; transfer sends an exception on failing
0x15ada2a8e62134806a86db3030fefc0a2a13cc99,BiddingClockAuction.withdrawDklBalance,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.depositSynths,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.exchangeEtherForSynthetix,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.exchangeSynthsForSynthetix,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.withdrawMyDepositedSynths,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,SynthetixEscrow.vest,0,1,1,
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,SynthetixEscrow.withdrawSynthetix,0,1,1,
0x16a76a81bb2c2b16ca7b0a2ea4f093bcdf47ae7b,MultiChainCapital.sendETHToTeam,0,1,1,
0x16f7767a800eabd16e334e88683d8d0489c8ddbf,M510.recoverTokens,0,0,1,-- no UE: transfer() always return true
0x1806b3527c18fb532c46405f6f014c1f381b499a,PlanetCryptoToken.burn,0,1,1,
0x193c4c0bdf474efe82a56e530f70af58810cf74d,WINORWATCH._depositWETH,0,1,1,
0x1963737af12d3649f6f319fb64af2aa29f7256b7,MessierAnonymity.sendRewardtoPool,0,1,1,
0x19f259affad4eab74ee306f709044b2c8145f692,Third_Degree_Burn.ReleaseLP,0,0,1,-- Function transfer always return True
0x1a84f41c5a0f3ac34e0fb5fef6ff84be81242fce,DefiGold.syncPair,0,1,1,
0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c,CoinFlip.withdrawToken,0,1,1,
0x1b1a4586fd99f7e044868ac8e5e91eac4863149b,yUSDT.withdraw,0,0,1,
0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520,yUSDC.withdraw,0,0,1,
0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd,Crowdsale.fallback,0,0,1,-- Reason for no UE: tokenreward.transfer() does not return any value
0x1c1de57cc864072f7eab381c4c06b14a6963dd4b,ERC20dex.collect_fee,0,1,1,
0x1c3f78372a8c3e01970b85e1b26b885803011da3,yDAI.withdraw,0,0,1,
0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116,yTUSD.extractYELDEarningsWhileKeepingDeposit,0,0,1,
0x1c57481dc2e2b987b2f012e9d3cc4cbbecd7c116,yTUSD.withdraw,0,0,1,
0x1d86a854da490ff74dedc7abe281fb468f8c19ee,MultiVesting.clearAll,0,0,1,-- Reason for no RENT: modifier onlyOwner
0x1d9fe29aec8852d7a32ac26b695c258840feba15,InterestFinal.payout,0,1,1,
0x1da73fc09ea07781482994036a0eecc7e6952dfb,TydoIco.buy,0,1,1,
0x1da73fc09ea07781482994036a0eecc7e6952dfb,TydoIco.withdrawTokens,0,1,1,
0x214a8abb5fd89d3605c6cadb178f1748c36f6b8d,PAPE.withdrawStuckTokens,0,0,1,
0x2229e2da4406fbe856ca9414035eb97d739808b2,Kichona.extractERC20Tokens,0,0,1,
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.claimDonations,0,0,1,-- Reason for no REENT: money is being sent to admin
0x237ebdb70cd9b35be854ce92350b6afcbb90078d,AirDropContract.transfer,0,1,1,
0x23ed5bd2dbf560926312cad48653a027af0b6e11,yUSDC.withdraw,0,0,1,
0x2463a3f13cea3ea308be5c23cc887fdf205653ea,ADAMPROJECT.clearStuckTokens,0,0,1,
0x246fcdc18bf3781b4c5100b3a6decef8dbcc8a31,AIDOGEX.claimStuckTokens,0,0,1,
0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c,ICO.buyTokens,0,0,1,-- No REENT: state vars changed after external call has no impact on the execution of external call
0x25067272880fa0e49f1cebc988a2eed8485343a6,Wallet.sendTo,0,0,1,-- Reason for no REENT: modifier admin
0x25456ad3d45863cecf7039b7628eb8fc913346ad,LUNRR.claimStuckTokens,0,0,1,
0x254be9060f72d70bf6e264b496b691a98733251e,B.go,0,1,1,
0x25ad23adf5da60190d5f44297ab7d7ab147ad9db,Sandwich._lockLiquidityForever,0,0,1,
0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e,EasySmartolution.addParticipant,0,1,1,-- Reason for no RENT: No state changes after external call
0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f,Crowdsale.buyTokens,0,1,1,
0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f,Crowdsale.destroy,0,1,1,
0x272922870b1b23db61e41f7aa2c6abf976b6a4ab,samuraiFees.withdraw,0,1,1,
0x284b0f2f49d072836db87dd25d0623cd2f622bb1,DesTokenSale.finishPhase,0,0,1,-- Reason for no RENT: onlyOwner modifier
0x287fda15f8f002e5df9f536f10bbfc0816960f36,EncryptedToken.fallback,0,1,1,
0x28d673424398fd5de64133d4e64487c495a724f5,Opportunity.fallback,0,1,1,
0x28f1135e43e61ebf303c8f1f9beef4f6a00dcb34,XC.unlock,0,0,1,-- Reason for not REENT: state variable lockBalance gets updated after external call. However there is no dependency on that state variable.
0x2934443c1749dcc0cdcabbd77098eea31d2ea6c3,xSNXCore.mintWithSnx,0,0,1,
0x2934443c1749dcc0cdcabbd77098eea31d2ea6c3,xSNXCore.withdrawFees,0,1,1,
0x2980b7c0c8e1a2c0bdecff55cde9e3576aaf9eaf,PiZZa.pullResolves,0,0,1,-- no UE: transfer always returns true
0x29b6f1f4f6513a6363e32d092bf95319ec5266b9,BullDogeAIToken.claimStuckTokens,0,0,1,
0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8,BoomstarterPresale.buy,0,1,1,
0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8,BoomstarterPresale.finishSale,0,1,1,
0x2aeee16d8412beabc5f38a6995ee5e4d32ab7f9d,RAGE.removeERC20,0,1,1,
0x2b4a6831931175b0afb39adff9c43350500bded3,EIC.importantFunction__RescueTokens,0,0,1,
0x2c92744a0428e405e95dc3eb812e1b87872b22eb,LPStaking.stake,0,1,1,
0x2cc995bce8644e4809f43c6e8b3cbd611bcebbb5,AIO.recoverTokens,0,0,1,-- no UE: transfer() always return true
0x2cc995bce8644e4809f43c6e8b3cbd611bcebbb5,AIO.unlock,0,0,1,-- no UE: transfer() always return true
0x2cf5694906bdd80f33bac7cb80183f1c61bc5be2,PaymentProcessor.secureTokenPay,0,1,1,
0x2daae64cc8516187c9d2ab209f3faa2f83b246e1,Moloch.sponsorProposal,0,1,1,
0x2daae64cc8516187c9d2ab209f3faa2f83b246e1,Moloch.unwrapShares,0,1,1,
0x2db5a56957a3530235e52ae5eb433e6afcb44512,Router.withdrawSupportFee,0,1,1,
0x2db5a56957a3530235e52ae5eb433e6afcb44512,Router.withdrawProtocolFee,0,1,1
0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4,EncryptedToken.fallback,0,1,1
0x2e6d72d5948c0cb0b9ac1adc2034e16d02cdabda,MILADYXP.swapBack,0,0,1,-- no UE: IERC20(address(this)).transfer(DEAD; tokensToBurn); always return true
0x2fd4f0569896b4009ffad793ac6308bfd79b4c35,Cave.manualSendToken,0,0,1,
0x3085c9403871c00f7fd2e84dac1bdaa05f5f652e,PreICOProxyBuyer.claim,0,0,1,
0x30919c5c5c7727eea89b110d7258cbb36d541377,Crowdsale.safeWithdrawal,0,0,1,
0x33b44a1d150f3feaa40503ad20a75634adc39b18,TimeCapsule.withdraw,0,1,1,
0x352dbba201af66f98a47f2b280bff45f9050dbf8,DrainMe.callFirstTarget,0,1,1,
0x352dbba201af66f98a47f2b280bff45f9050dbf8,DrainMe.callSecondTarget,0,1,1,
0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7,DoublePoggerino._rewardLiquidityProvidersETH,0,0,1,-- no UE: transfer() always return true
0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7,DoublePoggerino.burnLiquidity,0,0,1,-- no UE: transfer() always return true
0x3775876e537df71b60061151b39bcfb638f832f5,Staking.emergencyWithdraw,0,1,1,
0x3775876e537df71b60061151b39bcfb638f832f5,Staking.harvest,0,0,1,
0x3848d38145ef835b7570768dbc98a3d8ceb46cd5,DividendDistributor.rescueDividends,0,1,1,
0x38721079a72030ab1817fb9e1aaa86ae0d08356f,Investment.addToPool,0,0,1,Function transfer always return true
0x38ec125e6271b343d84529e9ca8c2481e3b194e5,FranceInu.sweepExternalTokens,0,0,1,Function transfer always return true
0x3967f481031f78a3fcbfe5c6a1079ec9f8426432,Kongtou.transferToken,0,1,1,-- Reason for no REENT: calling the function with and without reentrant call will have same impact. The attacker won't get any benefits
0x39832e9b4851c76160d754267d4a169617c27d88,TheHand.withdrawToken,0,1,1,
0x39c74b1996d2cdbc2c996f2bb414ce316e245417,SimplifiedDelegatedTrasfer.claimETH,0,1,1,Reason for no reentrancy vulnerability: No state changes after external call
0x39cfd754c85023648bf003bea2dd498c5612abfa,Token.WithdrawToken,0,1,1,
0x3a2fd07ec2ad6f355f93af695a7cf858f5967b78,MTVote.onTokenReceived,0,1,1,No UE: TVToken(TVTokenAddress).transfer(wallet; _value); --> returns boolean and the return value is not checked Reentrancy vulnerability is not there because of the line --> require(msg.sender == TVTokenAddress); the function can be called by only one address ie                 TVTokenAddress. Constructor() is setting the address. We are assuming that the node deploying the contract is non-malicious
0x3ab4a46beae2a0b025eeed54db05819814ff287a,CloneFarmFarmer.hijackClones,0,1,1,
0x3c9bdc41ef0c823a43bd16fe2392a9217dc70215,LiquidityPool.addLiquidity,0,1,1,
0x4051334adc52057aca763453820cb0e045076ef3,airdrop.transfer,0,1,1,-- Reason for no REENT: calling the function with and without reentrant call will have same impact. The attacker won't get any benefits
0x42db5bfe8828f12f164586af8a992b3a7b038164,firstTest.withdrawal,0,1,1,-- Reason for no REENT: No state changes after external call
0x43212915c5c01d9ec111d0672e37cc4c4d6f023c,CallContract.callFrozen,0,1,1,
0x43212915c5c01d9ec111d0672e37cc4c4d6f023c,CallContract.changeContractController,0,1,1,
0x44f2f79343ac7244c09e0189df05588524a86515,IOU.withdraw,0,0,1,-- No REENT: no state changes after external call -- No UE: token.transfer() does not return any value; so no need to check
0x475de1f3e1ba5aeefc9fc694852c8fce59b353a1,EtherShareDonation.FreeShare,0,1,1,
0x479cbe1f6a7fa4d7e304ae983803c46e85ced870,Slaughter3D.DivsToRefundpot,0,1,1,In the above code snippet of the contract the line 'SPASM_.disburse.value(base)();' makes an external contract call to the 'disburse' function of the 'SPASM_' contract and transfer the ether to it using '.value(base)'. This line does not check the return value of the external call. It's important to check the return values of the external calls. When transferring the  Ether ; to ensure that the call was successful. If the external call fails; it can lead to unexpected behavior in the contract. We need to check the return value and handle any potential errors or failures. Reason for not Reentrancy:- SPASM_.disburse.value(base)(); ; base depends upon dividends; dividends does not depend upon the state variables changed after external call (Refundpot; Jackpot)
0x47f8c173083af430f4507124b63db55296500baf,Deal.destroyCampaign,0,1,1,-- No REENT --> because of onlyOwner modifier -- UE --> token.transfer() returns boolean
0x4c60e311d8fba04e313f7e7b3dec61b3028726d1,EtherWorldCup.pullRipCord,0,1,1,
0x4c60e311d8fba04e313f7e7b3dec61b3028726d1,EtherWorldCup.register,0,1,1,
0x505766c3aef3ea43cf7e1bf9620e52607d45885e,AgentContracteGalaxy.returnBalanseToTarget,0,1,1,
0x50f7c95b7e82ea5e0953de8c7ead20a9dd289ec2,BitProCoinX.withdraw,0,1,1,
0x5171f06b66479c751c0ac6d2935d2db373ca06c4,OffChainOrFeedPriceFeed.withdrawETHAndTokens,0,1,1,-- Reason for no REENT: Modifier onlyOwner
0x52c2d09acf0ef12c487ae0c20a92d4f9a4abbfd1,MyNewBank.withdraw,0,1,1,
0x530a9cceee0c45f58229ae5c256e414e6df957ad,ABIO_BaseICO.fallback,0,0,1,
0x575d8909d7fef2561ef8c2114d80b736fb77cbb6,ABChainNetContract_v5.rtbPaymentsProcessing,0,0,1,-- Reason for no REENT: ABChainRTBtoken(tokenAddress).transfer is given and it does not have any external calls-- Reason for no UE: ABChainRTBtoken(tokenAddress).transfer always return true; no need to check
0x589fbf3d4168518b8b849b7eedfdb719407900ca,AirDropLight.transferDirect,0,0,1,"-- Reason for not REENT: State variables grandTotalClaimed changed after the external call has no impact on the execution of transfer function. """
0x595677bac1d68074c4f7b93bb6654156466a66b0,EtherPayment.multiTransfer,0,1,1,
0x5b463c4e19358b4eaf010cf24244bf140541a63e,TokenERC20.sell,0,1,1,
0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9,CreditDepositBank.close,0,1,1,
0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9,CreditDepositBank.credit,0,1,1,
0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9,CreditDepositBank.withdraw,0,1,1,
0x5d268508179db4da44de9057792758bff280e3ed,CentraWhiteList.withdraw,0,1,1,
0x5db4364cc0959c224f7898d8188413c1f560cf48,Receiver.drain,0,1,1,Not reentrant: only contract implementation can call this function
0x5e88d3aa9c690a519279c199cc16f37b99510e2d,OffChainOrFeedPriceFeed.withdrawETHAndTokens,0,1,1,Reason for no REENT: modifier onlyOwner
0x5f38c57b268664015de387229bc9d3822b53ec32,CanBeV1Migrated.canBeMigrated,0,1,1,
0x62a03c868c959386b2df7f266e79bc711fb92398,BatchTransfer.batchTransfer,0,0,1,-- Not reentrant because of modifier onlyOwnerOrAdmin-- Not UE because transfer function defined in token contract does not return any value
0x62b01d0aeb16656aff7a7632c3a61c8b069a8928,TopInvest125.fallback,0,1,1,-- Reason for not REENT: PROMO account will get benefit; not attacker
0x641074844a0dd00042347161f830346bdfe348bc,SharedBank.withdraw,0,1,1,
